Patient_ID,EEG Fp1,EEG Fp2,EEG F3,EEG F4,EEG F7,EEG F8,EEG T3,EEG T4,EEG C3,EEG C4,EEG T5,EEG T6,EEG P3,EEG P4,EEG O1,EEG O2,EEG Fz,EEG Cz,EEG Pz,EEG A2-A1,ECG ECG
Subject00_1,0.17111518542076404,0.17620327537085367,0.17508537763530316,0.19164691651325289,0.24006315452974714,0.20289339500930856,0.2051010540706123,0.1536385890464885,0.1969796272213029,0.19768490122681276,0.1771226093272304,0.09726439366602845,0.1530563217962349,0.10982504857764389,0.12064307129505518,0.0671712840590464,0.19239948077768457,0.29027798874171795,0.15275492578833494,0.20355923806036103,0.4034377754831832
Subject01_1,0.308648741652884,0.3245685601793079,0.29544841830457613,0.3224031490043401,0.30815914666309563,0.3108789024293916,0.1590861477760084,0.27490050170740293,0.2789060226416298,0.2832834803836946,0.2443900588785723,0.22722431677529492,0.2474959362708914,0.18369428132865429,0.1434934847972904,0.12672909959160583,0.2979320152919143,0.3185810565564755,0.28247016838224964,0.20274396105730716,0.4313944562175576
Subject02_1,0.09414308977429801,0.2354260351991239,0.23580977171453982,0.20066163619172986,0.09157915346403218,0.1608775157381743,0.2179660938121494,0.22181182918226355,0.24169737215595477,0.26442064190696246,0.17756618590850667,0.21642839859481192,0.18731507826226737,0.19745423508628365,0.1270219190290876,0.15704555786040397,0.2445378284683411,0.2747687091635943,0.206671040638979,0.14292444030215604,0.21443865293712291
Subject03_1,0.26782408655529055,0.2270928390257727,0.2632469544910282,0.2584609808845403,0.24561349652340822,0.2766543935172062,0.22914433473229753,0.24408265790008013,0.31425305847554835,0.24324667018944293,0.1883913177245978,0.15499142921380807,0.21532200072750554,0.17389156352383348,0.13324132202043376,0.17264090405428315,0.24508982948687685,0.38798494093041713,0.18892834238293013,0.2558184182503172,0.33799685380090627
Subject04_1,0.418661686879228,0.3836509459259302,0.3835201002927544,0.3608595060370342,0.4120027034802409,0.39686509453011926,0.351801632780497,0.3314981685684972,0.30258325442412703,0.31215021686651184,0.34754828323785,0.2986386150623467,0.2681813712247926,0.22675859549595168,0.21312148615527962,0.24927624323067504,0.39056020761719384,0.3169778120434,0.21508403573338541,0.38290554446999175,0.27916081421597133
Subject05_1,0.34118791045263414,0.28267877393998453,0.3358570832936554,0.3500942823184444,0.31917845614721846,0.32755349788938587,0.2973064310456902,0.27166276784378923,0.26577533959589106,0.23752171243365228,0.1610525593455211,0.19416815821876776,0.12356548569461935,0.10664924567580206,0.06942434844773739,0.06562205755010701,0.35089990959519046,0.28324976231883603,0.13780451159245272,0.31598857554203025,0.29387926748330767
Subject06_1,0.4276508704327167,0.45387237579180256,0.4219422970162855,0.3888558251672259,0.45026945547874436,0.3855211193372524,0.37775883534203764,0.2831833687259832,0.34390714753622376,0.32582798249686196,0.3075868430477964,0.19411000244831908,0.22800226240403906,0.22935123215229802,0.17977433976259283,0.1934266496854695,0.4105331604511684,0.3548744363740915,0.243182726853607,0.2815501806078961,0.3454180227441073
Subject07_1,0.379145801128191,0.3532704853697511,0.40547223432435625,0.3685169089861993,0.411523173852216,0.337427478490972,0.43544705867373895,0.34855644645601513,0.4191425974060888,0.38354216334462776,0.35912423194809656,0.33734902120568316,0.4109584367481199,0.38718487673475865,0.4018828964200557,0.3693571956075319,0.4085943678250603,0.44611287682682965,0.4119283824129384,0.2758282438733147,0.22562261624014965
Subject08_1,0.2528690020409255,0.27162800492025313,0.26723354569496965,0.28570081854071777,0.2775863346050249,0.283103599598539,0.23918233234863973,0.19241175871442473,0.23573247656603785,0.23465889677908175,0.21109624330614987,0.13203216998318187,0.15416380034340119,0.14486682929358485,0.11108285164007013,0.1030223248536991,0.29020783755391827,0.26169147861922454,0.14870888568666787,0.21349382750836518,0.3791223181921568
Subject09_1,0.36103704550927995,0.3762491277606256,0.4867658805806152,0.46470233498109315,0.39942578313818,0.35874697042144055,0.4822320180024914,0.44127429527048395,0.4925294290247598,0.4581971114588963,0.42559256305755006,0.26858018621767227,0.4104932365691354,0.3414785597158088,0.2601676818757778,0.19948045092729574,0.5063992080748837,0.4967038556092505,0.3649487365315266,0.34672184764686215,0.21034528877322423
Subject10_1,0.5096472109250723,0.5451330951117217,0.5525524105416896,0.5720917823917158,0.5021910144950454,0.4731781901180153,0.44497522581874055,0.46601486175312845,0.49033861407851576,0.5285722788463119,0.4576221958452576,0.347798566287197,0.38418935923076153,0.41584110433752897,0.4430936150876832,0.4706944692126085,0.5885712658334963,0.5780132224694685,0.42617793008776816,0.4993578030885742,0.3401949133465032
Subject11_1,0.4773914247153779,0.33575174746243114,0.4384657768698737,0.4458163701172398,0.5044379510698974,0.4176922017698682,0.40872402816918163,0.35609453616496145,0.4574276687156333,0.4318150626137642,0.4423416593888526,0.39841873611310297,0.46425369839116765,0.4424417050687912,0.436255296075818,0.42014358551550507,0.4733434775050291,0.4667601167338363,0.45026655795440035,0.39379827174541243,0.34992937081591724
