Patient_ID,EEG Fp1,EEG Fp2,EEG F3,EEG F4,EEG F7,EEG F8,EEG T3,EEG T4,EEG C3,EEG C4,EEG T5,EEG T6,EEG P3,EEG P4,EEG O1,EEG O2,EEG Fz,EEG Cz,EEG Pz,EEG A2-A1,ECG ECG
Subject00_2,0.5055870466728223,0.5812487706043176,0.5645345053994476,0.5819598279591739,0.4951562274770207,0.5201943241392116,0.49413629079716614,0.5049797855178056,0.5327721179715629,0.5398188594405731,0.4451798951474931,0.5651397836067901,0.5199784467997912,0.5520887759296885,0.6785247402591562,0.773166752350115,0.5839171589837615,0.5182506114782479,0.4766177233258161,0.43323409304709076,0.37892417824518737
Subject01_2,0.25867531255335013,0.27555639033540535,0.28563429123903633,0.26804349353639373,0.2572241997611978,0.25739014837325547,0.25576363548342734,0.2950530756282845,0.29381442879917524,0.28914750100939646,0.2962974285905318,0.4171945687014116,0.33090771164584837,0.36755677462971853,0.3587659872825372,0.3632403189246452,0.24042280791906562,0.30357038786666635,0.3017078812819222,0.33836514658531014,0.2629543772509465
Subject02_2,0.1738926149979183,0.3697038417531801,0.3687682080728654,0.392330960440979,0.1980497462829808,0.3017039304535325,0.35795745662627915,0.4059899998327824,0.44111438956410864,0.43830401273794706,0.4026791231594788,0.42529843114661603,0.46866809578645674,0.47849782396483853,0.4628160277740659,0.5672151920112672,0.391042676475021,0.45588462172999217,0.5013966693830216,0.5162429417511613,0.180879331438717
Subject03_2,0.33795743108197,0.4048669433916304,0.4483938642940381,0.40640702504153836,0.4410919365762496,0.43818277868391636,0.47984834828483197,0.4555584072032746,0.5042061647432124,0.5150847506955492,0.4379138607988515,0.5533427869382653,0.48496077176712693,0.5732322398701051,0.5218587825608296,0.5287365090303787,0.44943007995131345,0.527994004761768,0.5721674447016615,0.4743693931610376,0.31704061076946227
Subject04_2,0.30588492191281547,0.24854538430271064,0.23353424693527622,0.23438836393797763,0.2676729206391465,0.25048790622913014,0.3333113900375242,0.3232363822212069,0.38666390447113125,0.313662585395399,0.32159945784487326,0.4375587723326721,0.3724720902624032,0.44859261401889144,0.4050673700031307,0.4427265175333305,0.21635606041054606,0.2869725047292285,0.4103822614253342,0.26014177945674904,0.32120201919974334
Subject05_2,0.30674845373729404,0.33571925120708423,0.4275416772537941,0.44683344279065984,0.33452527656110276,0.4321120528175119,0.43737855775968776,0.48864642755960497,0.47650265954496085,0.5341164694315986,0.4306989268939777,0.7018831557916535,0.677537027057461,0.7711974119785061,0.8681906200270527,0.8902399597704883,0.4156568554699229,0.45723590411834064,0.6916295345662313,0.3051516793791455,0.23625733454284575
Subject06_2,0.28785057054172236,0.283449796829269,0.30786524243783725,0.3124527794708845,0.2531671558390822,0.2778389482615562,0.28825867182955917,0.38857679478316426,0.3069950816908094,0.3492795453240537,0.22615325497890457,0.427840505894456,0.28905090718062565,0.42139722668843455,0.281005604519014,0.46977162159498287,0.3067199979408023,0.32295456154659974,0.37779285799041085,0.31977131831205075,0.22243512248365
Subject07_2,0.2243083960617663,0.2468949193017813,0.2426788025323009,0.2868227299112716,0.19548884758639168,0.2478388182236318,0.27394299981229187,0.4059580814582581,0.2790478206740089,0.4154092477632495,0.40882856534417994,0.4623161654436957,0.44999836717294595,0.5156818852154879,0.4192453495510318,0.5413578046490242,0.27652243386333886,0.33267512193262544,0.5335060918893898,0.2947532137729724,0.2994907482759966
Subject08_2,0.33823609895784273,0.3426795171855162,0.359569803984824,0.35171174883738054,0.32604462538644935,0.35448655060661227,0.40525044857490283,0.4431785285351281,0.39405736211287806,0.4083405577272139,0.4130489413354666,0.4223585165642452,0.43880534312968167,0.4410404988742456,0.4813147139387345,0.5004389999330259,0.3592025766295019,0.3731232130511819,0.4405950751947184,0.390573418331618,0.2871289692138509
Subject09_2,0.2864979571613906,0.38375065424052346,0.3037304512910796,0.33887265143866535,0.3462903342659802,0.32421297745758987,0.3185744716662506,0.389810178742839,0.3478377694393315,0.3967117773098535,0.38160852031630793,0.5078215225537102,0.3936029654864922,0.49200269479424297,0.5009205890688995,0.5615403117553118,0.3078064815595829,0.3832855209532071,0.5076558376496302,0.27224873036223046,0.2851057308688813
Subject10_2,0.30913895013147785,0.25892708682822546,0.2826368846487763,0.27401357603485677,0.2879529841444599,0.28243685698097165,0.4728559560423977,0.4319005415013442,0.5114773166308184,0.4720440468615558,0.48619982769149767,0.558315434561249,0.7078164353325271,0.713525223835586,0.8048904728660438,0.8155438113335195,0.26773648107762643,0.43129457398597354,0.7357739953466395,0.3300943114304837,0.2419958682781873
Subject11_2,0.21828988938398602,0.19889695287312797,0.2605243761053502,0.23877667458267593,0.30274130150394474,0.22032751324716046,0.2927655943109083,0.28764112702959405,0.3488774338205687,0.2691306822101723,0.2637507448131078,0.32806713055230646,0.27785291730521183,0.2856602530106118,0.3160087492008963,0.37445935996213087,0.23269573704015245,0.24424479838840252,0.28157610712095305,0.28300471876610234,0.23564405279525705
Subject12_2,0.3227213461308289,0.4016177442281799,0.42802047320730296,0.46637780391742073,0.31979325844059947,0.38846973563243264,0.5460222997996391,0.5104911552923408,0.5821145515403777,0.5784130500247722,0.6317509454684963,0.7651867794956166,0.7563873520404655,0.7867953513049863,0.8903650162204214,0.8580899066078925,0.46730372133136217,0.5443670985471032,0.8176953870850431,0.38745306165265675,0.23243184547616716
Subject13_2,0.20028320777544428,0.21323133015428833,0.22598073807777327,0.221937387882235,0.2625878509303409,0.2346182945529433,0.2513717182877525,0.26192053373758134,0.25276134468979394,0.27340960095527383,0.2635430523657268,0.26442425369350053,0.2689761664467241,0.29707025412650584,0.26973560630589893,0.3115106958423208,0.2203027072445917,0.26803529029091117,0.2805177015590729,0.26943248588826146,0.2886942325025027
Subject14_2,0.17636127104687108,0.20303793292322106,0.25483334660919155,0.28787918269499957,0.1627331572470447,0.21955175573864974,0.23148315440953146,0.3388000489159526,0.2177049455076633,0.21353151404360368,0.2914753722366471,0.42688040986068027,0.3243613982877076,0.3479510207111961,0.4508093390256133,0.45452472757547746,0.20112505454966964,0.19854713110827366,0.26941867322590723,0.2234183754343478,0.2184536004224344
Subject15_2,0.4648983911182391,0.3955832997936246,0.3800315247592367,0.4237455067387402,0.3038169483384155,0.4094525907671795,0.44706480450054126,0.39031620441886195,0.45245906925054685,0.4620403909044911,0.44573514803486214,0.5442146848954271,0.5808560903025823,0.7276438007906437,0.7802307892704515,0.7631296002374912,0.43443676224762123,0.4439045034454631,0.7290786915851258,0.3219422124353057,0.26921545882727627
Subject16_2,0.25241402280105796,0.20514122317440733,0.23465510072443813,0.2102831721204104,0.23306249235705703,0.22289743832544365,0.2768918457627252,0.17973450948942152,0.26509172899721317,0.3262234512448466,0.26469541470209224,0.24346427611207744,0.34125185060228497,0.3705461534638217,0.3972935328235106,0.38860715991825906,0.22970799457524957,0.2853714282337461,0.3717648850544281,0.18155039988080873,0.3549015458616548
Subject17_2,0.3044193591633105,0.22867684868378652,0.3567320668997189,0.39826021700284214,0.3185624355725647,0.2979059026023943,0.304594349457517,0.41582989364490747,0.3174795063549895,0.2563262036048131,0.25069943804356903,0.3515980147877593,0.37311568587151756,0.502915657119076,0.5252257659720044,0.518697041819397,0.37931279307494975,0.320649342020971,0.30463837167664026,0.21523681344969212,0.29875907840419286
Subject18_2,0.38789353064864,0.35276281143390775,0.3316051181481967,0.3021620694254578,0.3568224509768251,0.3855724285399245,0.3216811962630197,0.34347588513904226,0.28993850327604226,0.30560229963557073,0.33282165618403114,0.45737742623020083,0.3726239453458781,0.35886882488772504,0.37331118146246667,0.44477352630536865,0.255980791908379,0.29654474382721585,0.327095258082951,0.3900262051169601,0.31449639133270435
Subject19_2,0.4187430718981798,0.3746724227697224,0.41146687763337575,0.41735126439288545,0.37087685512529006,0.2951887009260472,0.417014691399938,0.24017028664157553,0.39904251176077293,0.38690044845840044,0.4369630836720604,0.5102937358005661,0.45349398779375255,0.5227298256052441,0.6236576990681593,0.5765397568752069,0.40704543683326183,0.40581035217468625,0.43744911646668805,0.3750043588790058,0.21538878207197631
Subject20_2,0.2592553975173056,0.22707309494337297,0.44026380357631517,0.3218919003479434,0.26482984032716916,0.26536506344827004,0.26994734173963,0.3244954083061533,0.2952726793281438,0.26179759607944875,0.4647843707563261,0.291607361047262,0.3328093140532327,0.31103144212509176,0.3035474209139604,0.32414481252780514,0.3792947325625248,0.2503669609319379,0.30786704043078844,0.30814976071868605,0.31066798742155755
Subject21_2,0.3794574235730726,0.2755038706752885,0.47191276946480487,0.41083229828342277,0.29621118469657204,0.3643909543805828,0.5110752600463075,0.3078402615773537,0.4618400427483831,0.36057785295971195,0.4845046454945139,0.3978907734232822,0.5157805299933447,0.45492567988620747,0.65138798369326,0.5583078231525141,0.4072555716908411,0.42888093371650016,0.43524453469056634,0.34913810010662794,0.29177423850872614
Subject22_2,0.3975680612394287,0.426999609567303,0.4199202610086813,0.4720586821080061,0.4060228146182802,0.41341116730500227,0.4180940880285153,0.35340085453454523,0.450259054868686,0.43220261009277544,0.38620216667141233,0.41836340223524937,0.4082512078903611,0.4848078206053562,0.4988231458927614,0.4904289907775575,0.41352742995687136,0.45996609613873357,0.46299877236320264,0.3851835288773188,0.29003154037632645
Subject23_2,0.49131832664941844,0.40002621116758996,0.535279693514643,0.5515932406488081,0.4863533476535671,0.5094673982679498,0.5537145597419982,0.49388345371441716,0.5622562301584871,0.5370842375953235,0.6182311390543335,0.6593850097041205,0.6184223204930304,0.6288322202832608,0.7907218617823405,0.7993917432046711,0.557780209065383,0.5503738922028035,0.5735113461534693,0.42934161617318434,0.29060380200547614
Subject24_2,0.2965306366239789,0.3105947106424801,0.3239945114527154,0.29268906692844177,0.2980433075645241,0.2494281783666393,0.33774584949616426,0.2840702147566458,0.34367803823381954,0.3349212901672173,0.3879077594284731,0.44112584264842747,0.5607726820679433,0.638770892695201,0.6389023449815984,0.7274144277745728,0.29903448757733675,0.3251166631051349,0.6069016531829255,0.2656603535037983,0.30264683847281726
Subject25_2,0.3313455229898013,0.30494473602664307,0.55775255631637,0.5573689524746961,0.39360004177627417,0.412591621601702,0.6740695318240965,0.5865349894629168,0.7171498483487826,0.6785949039602697,0.7058932987889565,0.6790927144795784,0.8394026431768596,0.8200977236523852,0.7519389427472465,0.7464509437389143,0.5650974042230769,0.7129822903116074,0.8161023401140051,0.28908028286335946,0.2545001747143498
Subject26_2,0.3406497479137174,0.37764340876846203,0.349596338315006,0.36638651031621805,0.3089900863502592,0.39563759755805156,0.2999211802815018,0.3283508323085463,0.30535393580028475,0.2972565429885631,0.4307679552859277,0.5136388014563888,0.5216751068635209,0.5391502051934426,0.7382557165218054,0.7608501828755707,0.37541127313411343,0.3460854710270348,0.5088062279277077,0.1941702269751213,0.18685348448680497
Subject27_2,0.20074391246746778,0.18365483176955763,0.187980362831565,0.20778385455038265,0.228693272822428,0.2369465550526975,0.29560738310828316,0.27216223482968793,0.25098769845854857,0.25200475031449326,0.272146105853515,0.31303079247108795,0.26492128700999945,0.2878983430641394,0.38894532548011845,0.4717494532481989,0.1607236733003016,0.2458316078461307,0.26783524643758305,0.2474619493704641,0.3111521792824503
Subject28_2,0.4070052246388708,0.3722354871299845,0.368366499481213,0.3167260206031202,0.40382717215945574,0.29739135326040045,0.3752866146370657,0.3459391321802,0.4240563328352414,0.4019564656190371,0.39998056993544884,0.3748324817679825,0.3961791628726034,0.3992197604880485,0.39393525685528813,0.5233428918126838,0.3439287667260932,0.417950123356984,0.41080471598623575,0.38450222084015173,0.2513156095025648
Subject29_2,0.5331276223590296,0.5399326069097926,0.5920166594098942,0.5744550993542891,0.5362988114594648,0.5251245886965735,0.35320211572307064,0.5811506342585903,0.5872861688620311,0.6043384879322506,0.5253340878220881,0.673486888333569,0.7016119960347402,0.7365610439967142,0.7888035004448285,0.8286449735507982,0.5894986149696031,0.6076448094529069,0.7821025526994897,0.37856056896702195,0.20455066557758098
Subject30_2,0.366878288116686,0.3677820790040061,0.42343764907118564,0.3840110188244532,0.4008912917237673,0.38142316000396925,0.4737872164989907,0.5143223801264618,0.5682223862834076,0.4475781583697344,0.5751995565527677,0.5655370294459896,0.5922792105613734,0.6633366570431912,0.704874225903802,0.7259178883309436,0.36563924149949556,0.5485945678724335,0.6613748133242191,0.5013285401528234,0.2085030306823812
Subject31_2,0.31175406715588794,0.42611392878075727,0.45088409346737846,0.446194439086602,0.39106428303009777,0.3842333630749149,0.5103147009844748,0.41514604408072514,0.5097450019931995,0.4609851185256227,0.38598514817662904,0.39479919502311367,0.4710450813808082,0.4892301008577132,0.621649571320478,0.6777045778250927,0.46224718507811946,0.5050199635510949,0.4735796615087561,0.22472260440172534,0.2477635155108181
Subject32_2,0.5172521801721746,0.3656755019085653,0.4950416862654615,0.5098822728610336,0.4759466072590635,0.4261049896796214,0.5634659641771612,0.5495704544509609,0.5429474436285529,0.5400119558679458,0.5246550802122116,0.733418586249015,0.5879057950455202,0.602451127195708,0.5113732498511914,0.6109558000994036,0.5054535710145982,0.49682889006400965,0.5740302514841068,0.4855589214608253,0.2683675104917622
Subject33_2,0.25989910850941317,0.29041341207994187,0.27000245178095733,0.29747001482711055,0.3102570340088896,0.26091405147283364,0.32463169784931395,0.4264755685905882,0.3358268955131643,0.38235045189822175,0.31326043602395065,0.5285237595331531,0.3969911338109536,0.5171619467534908,0.5467546937041673,0.5742403750897658,0.2820595408453473,0.3018908624087129,0.4499234881460756,0.22873305596406493,0.3614977803000546
Subject34_2,0.3488461387878147,0.3480878036612605,0.3208317553392839,0.3783279966219922,0.3687020330245994,0.3080629782294486,0.6052436555073315,0.4462634320021854,0.42696411787348665,0.4627565753805079,0.4624800617863134,0.3897272437558973,0.510590464574335,0.442140619434509,0.5359096339824284,0.4287979719973802,0.38677498939016003,0.3463297032092998,0.4810337426676378,0.4039013025512116,0.25929790624975974
Subject35_2,0.1778108983132622,0.15861836316573047,0.1994835572874381,0.1909901401768105,0.25098537047230296,0.20022805419657513,0.2169525234824099,0.21676673008448624,0.20903232199283012,0.20204757766514939,0.20667224450513605,0.21085305687926348,0.21839110113024976,0.23894965829001005,0.2634844516036819,0.26262032036243893,0.17907227101372128,0.19853049593329328,0.2266188802404419,0.23069475499738265,0.2282002389450995
